id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-1010,PFBS,not extracted,not extracted,single chemical,"RESULTS: In single-pollutant analysis, maternal exposure to perfluorododecanoic acid (PFDoA) and perfluoroheptanoic acid (PFHpA) were associated with anemia in the first trimester, exposure to PFHpA and perfluorobutanesulfonic acid (PFBS) were associated with anemia in the second trimester, and exposure to perfluorodecanoic acid (PFDA) and perfluorononanoic acid (PFNA) were associated with anemia in the third trimester.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Association of serum per- and polyfluoroalkyl substances and gestational anemia during different trimesters in Zhuang ethnic pregnancy women of Guangxi, China.",high,pending,
chem-1011,PFAS,not extracted,not extracted,chemical class,TITLE: Modeling the transplacental transfer of small molecules using machine learning: a case study on per- and polyfluorinated substances (PFAS)..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Modeling the transplacental transfer of small molecules using machine learning: a case study on per- and polyfluorinated substances (PFAS).,medium,pending,
chem-1012,PFAS,not extracted,not extracted,chemical class,TITLE: Maternal Exposure to Per- and Polyfluoroalkyl Substances (PFAS) and Male Reproductive Function in Young Adulthood: Combined Exposure to Seven PFAS..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Exposure to Per- and Polyfluoroalkyl Substances (PFAS) and Male Reproductive Function in Young Adulthood: Combined Exposure to Seven PFAS.,medium,pending,
chem-1013,PFOS,not extracted,not extracted,single chemical,"RESULTS: Linear mixed-effects models showed that an interquartile range increase in perfluorooctane sulfonic acid (PFOS) was associated with an increase in 8-isoprostane-prostaglandin-F (β = 0.10, 95 % confidence interval = 0, 0.20).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of per- and polyfluoroalkyl substances (PFAS) and their mixture with oxidative stress biomarkers during pregnancy.,high,pending,
chem-1014,PFOS,not extracted,not extracted,single chemical,"An animal study reported that female neonatal rats exposed to perfluorooctanoic acid or perfluorooctane sulfonate (PFOS) during postnatal days 1-5 exhibited a longer AGD, while epidemiological studies have shown inconsistent results.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between prenatal exposure to perfluoroalkyl substances and anogenital distance in female neonates.,high,pending,
chem-1015,PFHxS,not extracted,not extracted,single chemical,"Statistical significance was found between maternal ln-transformed concentrations of perfluorohexane sulfonate (PFHxS), perfluorododecanoic acid, and perfluorotridecanoic acid and AGDAF, with β values (95% confidence interval [CI]) of 0.83 (0.16, 1.51), 0.32 (0.05, 0.59), and 0.25 (0.00, 0.51) mm, respectively; between PFOS and AGDAC, with a β value (95% CI) of 0.63 (0.04, 1.21) mm; and between PFHxS and AGIAF, with a β value (95% CI) of 0.22 (0.02, 0.43) mm/kg.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between prenatal exposure to perfluoroalkyl substances and anogenital distance in female neonates.,high,pending,
chem-1016,PFOA,not extracted,not extracted,single chemical,"An animal study reported that female neonatal rats exposed to perfluorooctanoic acid or perfluorooctane sulfonate (PFOS) during postnatal days 1-5 exhibited a longer AGD, while epidemiological studies have shown inconsistent results.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between prenatal exposure to perfluoroalkyl substances and anogenital distance in female neonates.,high,pending,
chem-1017,phthalates,not extracted,not extracted,chemical class,"OBJECTIVE: Women of reproductive age are exposed to ubiquitous chemicals such as phthalates, parabens, and per- and polyfluoroalkyl substances (PFAS), which have potential endocrine disrupting properties and might affect fertility.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between chemical mixtures and female fertility in women undergoing assisted reproduction in Sweden and Estonia.,high,pending,
chem-1018,PFOA,not extracted,not extracted,single chemical,"Q1, β = -0.27, 95% CI -0.45, -0.08), and for PFOA in the Estonian population (Q4 vs.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between chemical mixtures and female fertility in women undergoing assisted reproduction in Sweden and Estonia.,high,pending,
chem-1019,PFAS,not extracted,not extracted,chemical class,TITLE: Epidemiology Evidence for Health Effects of 150 per- and Polyfluoroalkyl Substances: A Systematic Evidence Map..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Epidemiology Evidence for Health Effects of 150 per- and Polyfluoroalkyl Substances: A Systematic Evidence Map.,medium,pending,
chem-1020,PFOS,not extracted,not extracted,single chemical,"For girls, higher maternal perfluorooctane sulfonate (PFOS) concentrations during pregnancy were associated with a higher likelihood of following the growth pattern of groups 2 (RRR = 2.5; 95% CI: 1.0, 6.1) and 3 (RRR = 2.8; 95% CI: 1.0, 7.6) as compared to group 4, adjusting for potential confounding variables.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational per- and polyfluoroalkyl substances exposure and infant body mass index trajectory in the New Hampshire Birth Cohort Study.,high,pending,
chem-1021,PFHxS,not extracted,not extracted,single chemical,"In single substance exposure models, exposure to perfluorohexanesulfonic acid (PFHxS) increased the risk of postpartum haemorrhage (OR: 3.42, 95 % CI: 1.45, 8.07), while exposure to perfluorododecanoic acid (PFDoA) was inversely associated with the risk of postpartum haemorrhage (OR: 0.42, 95 % CI: 0.22, 0.80).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Association of maternal perfluoroalkyl substance exposure with postpartum haemorrhage in Guangxi, China.",high,pending,
chem-1022,PFOA,not extracted,not extracted,single chemical,"TITLE: Effects of gestational low dose perfluorooctanoic acid on maternal and ""anxiety-like"" behavior in dams Pregnancy is a unique critical window with nearly ubiquitous exposure to low concentrations of endocrine disrupting chemicals, such as per- and poly-fluoroalkyl substances (PFAS).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Effects of gestational low dose perfluorooctanoic acid on maternal and ""anxiety-like"" behavior in dams.",high,pending,
chem-1023,PFHxS,not extracted,not extracted,single chemical,"PFOA, PFOS, and PFHxS presented the highest median concentrations of 11.99, 8.81 and 5.43 ng/mL, respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of perfluoroalkyl and polyfluoroalkyl substances with gestational hypertension and blood pressure during pregnancy: A cohort study.,high,pending,
chem-1024,PFOA,not extracted,not extracted,single chemical,"PFOA, PFOS, and PFHxS presented the highest median concentrations of 11.99, 8.81 and 5.43 ng/mL, respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of perfluoroalkyl and polyfluoroalkyl substances with gestational hypertension and blood pressure during pregnancy: A cohort study.,high,pending,
chem-1025,PFOS,not extracted,not extracted,single chemical,"PFOA, PFOS, and PFHxS presented the highest median concentrations of 11.99, 8.81 and 5.43 ng/mL, respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of perfluoroalkyl and polyfluoroalkyl substances with gestational hypertension and blood pressure during pregnancy: A cohort study.,high,pending,
chem-1026,PFAS,not extracted,not extracted,chemical class,"The aims of this study were to characterize the internal levels of polychlorinated biphenyls (PCBs), organochlorine pesticides (OCPs) and perfluoroalkylated substances (PFAS) in women undergoing in vitro fertilization (IVF); and evaluate their association with IVF outcomes, individually and as mixtures in a combined multipollutant approach.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations between internal concentrations of fluorinated and organochlorinated chemicals in women and in vitro fertilization outcomes: A multi-pollutant study.,medium,pending,
chem-1027,PFBS,not extracted,not extracted,single chemical,"PFOSA, PFHpA and perfluorobutanesulfonate (PFBS) with weights >0.300 were the main contributors to the overall effects observed among all children, boys and girls, respectively..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to per- and polyfluoroalkyl substances and childhood adiposity at 7 years of age.,high,pending,
