article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 33261557,Acute effect of ambient fine particulate matter on heart rate variability: an updated systematic review and meta-analysis of panel studies.,PMID: 30216846,Extracellular vesicle-enriched microRNAs interact in the association between long-term particulate matter and blood pressure in elderly men.,0.8479,0.1521,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33261557,Acute effect of ambient fine particulate matter on heart rate variability: an updated systematic review and meta-analysis of panel studies.,PMID: 40221628,Particulate matter and co-occurring genetic risk induce oxidative stress and cardiac and brain Alzheimer's pathology.,0.8071,0.1929,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33260804,Estimating the Combined Effects of Natural and Built Environmental Exposures on Birthweight among Urban Residents in Massachusetts.,PMID: 37454628,Maternal exposure to aircraft emitted ultrafine particles during pregnancy and likelihood of ASD in children.,0.7436,0.2564,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33260804,Estimating the Combined Effects of Natural and Built Environmental Exposures on Birthweight among Urban Residents in Massachusetts.,PMID: 39614101,Associations between maternal periconceptional exposure to PM and the risk of cryptorchidism: a case-control study of 4274. 2.5,0.7291,0.2709,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33260804,Estimating the Combined Effects of Natural and Built Environmental Exposures on Birthweight among Urban Residents in Massachusetts.,PMID: 37607623,Ambient climatic factors and term birthweight: A study of critical windows of exposure in the Republic of Cyprus.,0.7255,0.2745,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33260804,Estimating the Combined Effects of Natural and Built Environmental Exposures on Birthweight among Urban Residents in Massachusetts.,PMID: 36705830,"Exposure-lag response of fine particulate matter on intrauterine fetal death: an analysis using a distributed lag non-linear model in Linxia Hui Autonomous Prefecture, China.",0.7197,0.2803,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33260804,Estimating the Combined Effects of Natural and Built Environmental Exposures on Birthweight among Urban Residents in Massachusetts.,PMID: 27743970,"Association of temporal distribution of fine particulate matter with glucose homeostasis during pregnancy in women of Chiayi City, Taiwan.",0.7048,0.2952,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,PMID: 40280264,"Prenatal exposure to fine particulate matter composition and risk of cerebral palsy: A population-based retrospective cohort study in Ontario, Canada.",0.8435,0.1565,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,PMID: 30467751,Outdoor air pollution pregnancy exposures are associated with behavioral problems in China's preschoolers.,0.8168,0.1832,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,PMID: 38580006,The association between PM components and blood pressure changes in late pregnancy: A combined analysis of traditional and machine learning models. 2.5,0.7808,0.2192,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,PMID: 37058974,Prenatal exposure to air pollution is associated with structural changes in the neonatal brain.,0.7767,0.2233,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,PMID: 36686387,Joint Exposure to Ambient Air Pollutants Might Elevate the Risk of Small for Gestational Age (SGA) Infants in Wuhan: Evidence From a Cross-Sectional Study.,0.7749,0.2251,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33246705,"Air pollution and cardiovascular mortality in Nanjing, China: Evidence highlighting the roles of cumulative exposure and mortality displacement.",PMID: 37137360,Sex differences in particulate air pollution-related cardiovascular diseases: A review of human and animal evidence.,0.9092,0.0908,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33246705,"Air pollution and cardiovascular mortality in Nanjing, China: Evidence highlighting the roles of cumulative exposure and mortality displacement.",PMID: 39479259,Clearing the Air to Address Pollution's Cardiovascular Health Crisis.,0.8782,0.1218,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33246705,"Air pollution and cardiovascular mortality in Nanjing, China: Evidence highlighting the roles of cumulative exposure and mortality displacement.",PMID: 36208782,Association of long-term exposure to PM and survival following ischemic heart disease. 2.5,0.8653,0.1347,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33246705,"Air pollution and cardiovascular mortality in Nanjing, China: Evidence highlighting the roles of cumulative exposure and mortality displacement.",PMID: 40342980,Short-term effects of extreme air pollutant concentrations on coronary heart disease hospitalization in Henan province: a time-stratified case-crossover study.,0.8606,0.1394,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33246705,"Air pollution and cardiovascular mortality in Nanjing, China: Evidence highlighting the roles of cumulative exposure and mortality displacement.",PMID: 40411956,Air pollution and atherosclerosis.,0.8336,0.1664,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33243245,Prenatal exposure to perfluoroalkyl substances and thyroid hormone concentrations in cord plasma in a Chinese birth cohort.,PMID: 37821063,A co-twin control study of in utero exposure to poly- and perfluoroalkyl substances and associations with neonatal thyroid-stimulating hormone.,0.904,0.096,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33243245,Prenatal exposure to perfluoroalkyl substances and thyroid hormone concentrations in cord plasma in a Chinese birth cohort.,PMID: 35843426,"Target analysis and suspect screening of per- and polyfluoroalkyl substances in paired samples of maternal serum, umbilical cord serum, and placenta near fluorochemical plants in Fuxin, China.",0.7899,0.2101,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33243245,Prenatal exposure to perfluoroalkyl substances and thyroid hormone concentrations in cord plasma in a Chinese birth cohort.,PMID: 41931887,Prenatal per- and polyfluoroalkyl substances exposure and child neurodevelopment from birth to age 7: A prospective study in the Laizhou Wan Birth Cohort.,0.7855,0.2145,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33243245,Prenatal exposure to perfluoroalkyl substances and thyroid hormone concentrations in cord plasma in a Chinese birth cohort.,PMID: 35217143,Association of exposure to prenatal perﬂuoroalkyl substances and estrogen receptor 1 polymorphisms with the second to fourth digit ratio in school-aged children: The Hokkaido study.,0.7548,0.2452,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33243245,Prenatal exposure to perfluoroalkyl substances and thyroid hormone concentrations in cord plasma in a Chinese birth cohort.,PMID: 40057105,Prenatal PFAS exposures and cardiometabolic health in middle childhood in the MIREC cohort.,0.7339,0.2661,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33238926,Development and validation of dust exposure prevention questionnaire for cardiovascular patients based on the health belief model.,PMID: 39068973,Long-term effects of a coalmine fire on hospital and ambulance use: An interrupted time series study.,0.9742,0.0258,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33238926,Development and validation of dust exposure prevention questionnaire for cardiovascular patients based on the health belief model.,PMID: 25385514,Respiratory and cardiovascular effects of metals in ambient particulate matter: a critical review.,0.9323,0.0677,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33238926,Development and validation of dust exposure prevention questionnaire for cardiovascular patients based on the health belief model.,PMID: 34031547,Cardiovascular health effects of wearing a particulate-filtering respirator to reduce particulate matter exposure: a randomized crossover trial.,0.9321,0.0679,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33238926,Development and validation of dust exposure prevention questionnaire for cardiovascular patients based on the health belief model.,PMID: 27743790,Heatwave and risk of hospitalization: A multi-province study in Vietnam.,0.8788,0.1212,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33238926,Development and validation of dust exposure prevention questionnaire for cardiovascular patients based on the health belief model.,PMID: 34300131,Exposure to Air Pollution in Rural Malawi: Impact of Cooking Methods on Blood Pressure and Peak Expiratory Flow.,0.8318,0.1682,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,PMID: 36574746,The association between ambient particulate matter exposure and the telomere-mitochondrial axis of aging in newborns.,0.8643,0.1357,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,PMID: 41850474,Prenatal and early life exposure to air pollution and lung function development aged 8-24 years: The ALSPAC study.,0.8419,0.1581,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,PMID: 40544343,Distributed lag interaction model with index modification.,0.8348,0.1652,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,PMID: 36313278,FUNCTION-ON-FUNCTION REGRESSION FOR THE IDENTIFICATION OF EPIGENETIC REGIONS EXHIBITING WINDOWS OF SUSCEPTIBILITY TO ENVIRONMENTAL EXPOSURES.,0.8347,0.1653,sampled similarity only; full pairwise skipped for 6155 records
PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,PMID: 27814242,Neonatal Cord Blood Oxylipins and Exposure to Particulate Matter in the Early-Life Environment: An ENVIRAGE Birth Cohort Study. ON,0.8341,0.1659,sampled similarity only; full pairwise skipped for 6155 records
